title,media,date,datetime,desc,link,img
Crackdown on Amritpal Singh: Internet services suspended in Punjab,Times of India,1 month ago,2023-04-12 12:39:58.438828,"Crackdown on Amritpal Singh: Internet services suspended in Punjab ; Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police ; Yogi...",https://m.timesofindia.com/city/chandigarh/crackdown-on-amritpal-singh-internet-services-suspended-in-punjab/articleshow/98755218.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Moose Wala’s parents gifted car he designed,Times of India,"ar 17, 2023",,"LUDHIANA: Shubhdeep Singh, better known as Sidhu Moose Wala, was popular for his music in India and may parts of the world, but hardly anyone knew that he...",https://m.timesofindia.com/city/ludhiana/moose-walas-parents-gifted-car-he-designed/articleshow/98720951.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"As CM Sukhu goes about cancelling Jai Ram regime institutions, Congress-BJP row hits a flashpoint",The Indian Express,"ar 15, 2023",,"brij bhushan sharan singh bjp · UP urban body polls: On BJP's campaign trail, a missing Brij Bhushan · MK Stalin Cabinet shuffle.",https://indianexpress.com/article/political-pulse/sukhvinder-singh-sukhu-jairam-thakur-congress-bjp-8499053/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Akalis smell vendetta as bail rejected for Sukhbir Badal in 2015 Kotkapura firing case,The Indian Express,"ar 17, 2023",,All of them have been issued notices to appear before the court of Judicial Magistrate (First Class) Ajaypal Singh on March 23. Advertisement. The chief...,https://indianexpress.com/article/political-pulse/akalis-bail-sukhbir-badal-2015-kotkapura-firing-case-8503423/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Hurting religious sentiments: Notice to Punjab on Dera chief’s plea against FIR,Times of India,"ar 16, 2023",,CHANDIGARH: The Punjab and Haryana high court has issued notice to the Punjab government on a plea filed by Dera Sacha Sauda chief Gurmeet Ram Rahim Singh...,https://m.timesofindia.com/city/chandigarh/hurting-religious-sentiments-notice-to-pb-on-dera-chiefs-plea-against-fir/articleshow/98681600.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Punjabi University students ban entry of AAP leaders, seek grant promise",Times of India,1 month ago,2023-04-12 12:39:58.477619,"... Punjabi University, Prof Arvind had earlier claimed to have held a meeting with Punjab finance minister Harpal Singh Cheema, principal secretary to CM,...",https://m.timesofindia.com/city/chandigarh/students-ban-entry-of-aap-leaders-seek-grant-promise/articleshow/98746639.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ajit Pawar hits out at BJP MLC's 'Nirma powder' remarks in Maharashtra legislative council,Times of India,1 month ago,2023-04-12 12:39:58.497836,Patil had spoken in the context of Shiv Sena (UBT) leader Subhash Desai's son Bhushan joining the Eknath Shinde-led Shiv Sena. It had earlier been alleged that...,https://m.timesofindia.com/city/mumbai/ajit-pawar-hits-out-at-bjp-mlcs-nirma-powder-remarks-in-maharashtra-legislative-council/articleshow/98745403.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Two delivery executives thrashed over not having loose change in Delhi's Rajouri Garden,Times of India,1 month ago,2023-04-12 12:39:58.517398,"According to the police, the two delivery agents -- Aman and Gurpal Singh -- of online grocery store Blinkit were physically assaulted by a customer when...",https://m.timesofindia.com/city/delhi/two-delivery-executives-thrashed-over-not-having-loose-change-in-delhis-rajouri-garden/articleshow/98759001.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Haryana budget: Sandeep Singh enters, opposition exits",Times of India,1 month ago,2023-04-12 12:39:58.537013,"CHANDIGARH: Heated arguments between opposition and incumbent party MLAs, which led to a walkout by the opposition, marked Friday's proceedings of Haryana's...",https://m.timesofindia.com/city/chandigarh/sandeep-enters-opposition-exits/articleshow/98746626.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Himachal Pradesh to be made green energy state by March, 2026: CM",Times of India,1 month ago,2023-04-12 12:39:58.556098,"SHIMLA: Having given the slogan of “Vyavastha Parivartan” (system change), chief minister Sukhvinder Singh Sukhu in his maiden budget speech majorly focused...",https://m.timesofindia.com/city/shimla/himachal-pradesh-to-be-made-green-energy-state-by-march-2026-cm/articleshow/98756587.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Crackdown on Amritpal Singh: Internet services suspended in Punjab,Times of India,1 month ago,2023-04-12 12:40:03.884475,"Crackdown on Amritpal Singh: Internet services suspended in Punjab ; Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police ; Yogi...",https://m.timesofindia.com/city/chandigarh/crackdown-on-amritpal-singh-internet-services-suspended-in-punjab/articleshow/98755218.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Punjabi University students ban entry of AAP leaders, seek grant promise",Times of India,1 month ago,2023-04-12 12:40:03.908011,"... Punjabi University, Prof Arvind had earlier claimed to have held a meeting with Punjab finance minister Harpal Singh Cheema, principal secretary to CM,...",https://m.timesofindia.com/city/chandigarh/students-ban-entry-of-aap-leaders-seek-grant-promise/articleshow/98746639.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ajit Pawar hits out at BJP MLC's 'Nirma powder' remarks in Maharashtra legislative council,Times of India,1 month ago,2023-04-12 12:40:03.920139,Patil had spoken in the context of Shiv Sena (UBT) leader Subhash Desai's son Bhushan joining the Eknath Shinde-led Shiv Sena. It had earlier been alleged that...,https://m.timesofindia.com/city/mumbai/ajit-pawar-hits-out-at-bjp-mlcs-nirma-powder-remarks-in-maharashtra-legislative-council/articleshow/98745403.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Two delivery executives thrashed over not having loose change in Delhi's Rajouri Garden,Times of India,1 month ago,2023-04-12 12:40:03.931706,"According to the police, the two delivery agents -- Aman and Gurpal Singh -- of online grocery store Blinkit were physically assaulted by a customer when...",https://m.timesofindia.com/city/delhi/two-delivery-executives-thrashed-over-not-having-loose-change-in-delhis-rajouri-garden/articleshow/98759001.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Haryana budget: Sandeep Singh enters, opposition exits",Times of India,1 month ago,2023-04-12 12:40:03.943610,"CHANDIGARH: Heated arguments between opposition and incumbent party MLAs, which led to a walkout by the opposition, marked Friday's proceedings of Haryana's...",https://m.timesofindia.com/city/chandigarh/sandeep-enters-opposition-exits/articleshow/98746626.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Himachal Pradesh to be made green energy state by March, 2026: CM",Times of India,1 month ago,2023-04-12 12:40:03.955148,"SHIMLA: Having given the slogan of “Vyavastha Parivartan” (system change), chief minister Sukhvinder Singh Sukhu in his maiden budget speech majorly focused...",https://m.timesofindia.com/city/shimla/himachal-pradesh-to-be-made-green-energy-state-by-march-2026-cm/articleshow/98756587.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Uttarakhand: New education schemes focus skill building,Times of India,"ar 16, 2023",,"10 cops, 1 civilian killed in blast carried out by Maoists in Chhattisgarh's Dantewada · Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks...",https://m.timesofindia.com/city/dehradun/uttarakhand-new-education-schemes-focus-skill-building/articleshow/98679455.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Govt takes Supreme Court seriously, sensitive to infrastructural demands: CJI Chandrachud",Times of India,1 month ago,2023-04-12 12:40:09.415653,"10 cops, 1 civilian killed in blast carried out by Maoists in Chhattisgarh's Dantewada · Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi...",https://m.timesofindia.com/india/govt-takes-supreme-court-seriously-sensitive-to-infrastructural-demands-cji-chandrachud/articleshow/98744634.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Pre-dawn shooting at Ohio nightclub leaves 2 dead, 4 wounded",Times of India,1 month ago,2023-04-12 12:40:09.427646,"Trending Stories. Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/world/us/pre-dawn-shooting-at-ohio-nightclub-leaves-2-dead-4-wounded/articleshow/98760164.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
CBI arrests police head constable for accepting bribe in Kathua,Times of India,1 month ago,2023-04-12 12:40:09.439378,"Trending Stories. Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/city/jammu/cbi-arrests-police-head-constable-for-accepting-bribe-in-kathua/articleshow/98759646.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Conclave 2023: Sachin Tendulkar recalls hilarious Harbhajan Singh story - India Today,India Today,"ar 17, 2023",,"While pressure is growing to take action against WFI president Brij Bhushan Sharan Singh, he maintained that he is ""innocent"" and ""ready to face any...",https://www.indiatoday.in/sports/cricket/video/sachin-tendulkar-harbhajan-singh-video-india-today-conclave-2347984-2023-03-17,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Probe paid parking fraud, penalise guilty: Adviser to MC",Times of India,"ar 17, 2023",,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police. Yogi Adityanath receives death threat, police register FIR...",https://m.timesofindia.com/city/chandigarh/probe-paid-parking-fraud-penalise-guilty-adviser-to-mc/articleshow/98720806.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Class 9 student stages own kidnapping in UP's Sitapur to buy an iPhone,Times of India,"ar 17, 2023",,The boy had used his friend's phone to make a ransom call demanding Rs 5 lakh from his father. Sitapur kotwali SHO TP Singh said that the boy studies in a...,https://m.timesofindia.com/city/lucknow/class-9-student-stages-own-kidnapping-in-ups-sitapur-to-buy-an-iphone/articleshow/98718512.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Vehicle in former Pakistan PM Imran Khan's convoy meets with accident,Times of India,1 month ago,2023-04-12 12:40:09.460338,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police ... MarriagePM Modi in KeralaSania MirzaBrij BhushanKedarnath TempleIPL Slow...",https://m.timesofindia.com/world/pakistan/vehicle-in-former-pakistan-pm-imran-khans-convoy-meets-with-accident/articleshow/98751057.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Joshimath: 19 houses with cracks sealed,Times of India,1 month ago,2023-04-12 12:40:09.477095,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police ... 10th Result 2023Same Sex MarriagePM Modi in KeralaBrij BhushanKedarnath...",https://m.timesofindia.com/city/dehradun/joshimath-19-houses-with-cracks-sealed/articleshow/98744640.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30 passengers from Colombo mistakenly dropped off at domestic arrivals of Bengaluru airport,Times of India,1 month ago,2023-04-12 12:40:09.491463,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/india/30-passengers-from-colombo-mistakenly-dropped-off-at-domestic-arrivals-of-bengaluru-airport/articleshow/98748808.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'Dirty political game' by govts: Jathedar Giani Harpreet Singh on crackdown in Punjab,Times of India,1 month ago,2023-04-12 12:40:09.945676,"AMRITSAR: Akal Takht officiating jathedar Giani Harpreet Singh on Tuesday said the state and central governments were playing a ""dirty political game"",...",https://m.timesofindia.com/city/amritsar/dirty-political-game-by-govts-jathedar-giani-harpreet-singh-on-crackdown-in-punjab/articleshow/98891951.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
CCTV footage shows how Amritpal Singh escaped | Watch - India Today,India Today,1 month ago,2023-04-12 12:40:09.957885,"Indian wrestlers resume protest against WFI chief Brij Bhushan in Jantar Mantar. Top Indian wrestlers, including Bajrang Punia and Vinesh Phogat, returned to...",https://www.indiatoday.in/india/video/cctv-footage-shows-how-amritpal-singh-escaped-watch-2349622-2023-03-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
HC slams Punjab govt for failing to arrest Amritpal Singh; seeks status report from police,The Federal News,1 month ago,2023-04-12 12:40:09.969758,"“You have 80,000 cops, how did Amritpal Singh escape?” the Punjab and Haryana High Court asked the Punjab government on Tuesday and termed it as...",https://thefederal.com/states/north/punjab/hc-slams-punjab-govt-for-failing-to-arrest-amritpal-singh-seeks-status-report-from-police/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sarabjot Singh clinches air pistol gold in Shooting World Cup,The Indian Express,1 month ago,2023-04-12 12:40:09.981183,"Probing allegations against Brij Bhushan, in January, Govt had flagged th... The gold-medal match was a race to 16 points and Sarabjot was simply unstoppable,...",https://indianexpress.com/article/sports/sport-others/sarabjot-singh-clinches-air-pistol-gold-in-shooting-world-cup-8512093/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Manu Bhaker to lead India in ISSF World Cup,The Indian Express,1 month ago,2023-04-12 12:40:09.992561,Wrestlers Protest Live Updates: Bajrang Punia makes an appeal after grapp... Brij Bhushan Sharan Singh at his residence · Probing allegations against Brij...,https://indianexpress.com/article/sports/sport-others/manu-bhaker-to-lead-india-in-issf-world-cup-8511069/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Attempts being made to malign Akali Dal: Punjab former CM Parkash Singh Badal in open letter,Times of India,1 month ago,2023-04-12 12:40:10.003771,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/city/chandigarh/attempts-being-made-to-malign-akali-dal-badal-in-open-letter/articleshow/98847634.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Punjab Congress: Action to ensure less crowd at Moose Wala barsi,Times of India,1 month ago,2023-04-12 12:40:10.015168,"10 cops, 1 civilian killed in blast carried out by Maoists in Chhattisgarh's Dantewada · Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks...",https://m.timesofindia.com/city/chandigarh/punjab-congress-action-to-ensure-less-crowd-at-moose-wala-barsi/articleshow/98794716.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Lookout issued against Amritpal Singh; earthquake shakes Afghanistan, Pakistan, North India; more - India Today",India Today,1 month ago,2023-04-12 12:40:10.026147,"Brijbhushan Sharan Singh, president of the Wrestling Federation of India (WFI) and member of the Bharatiya Janata Party (BJP) said that he would cooperate with...",https://www.indiatoday.in/programme/first-up/video/lookout-issued-against-amritpal-singh-earthquake-shakes-afghanistan-pakistan-north-india-2349825-2023-03-22,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Punjab assembly to debate war on drugs today,Times of India,1 month ago,2023-04-12 12:40:10.039089,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/city/chandigarh/punjab-assembly-to-debate-war-on-drugs-today/articleshow/98892783.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Punjab internet shutdown causes glitch in income flow, remote work, education",Times of India,1 month ago,2023-04-12 12:40:10.050276,"Describing the current shutdown in Punjab as a “gross violation of civil liberties,” Raman Jit Singh Chima, Asia Pacific Policy director at Access Now,...",https://m.timesofindia.com/city/chandigarh/pb-internet-shutdown-causes-glitch-in-income-flow-remote-work-education/articleshow/98847274.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
,,,,,#,
'Dirty political game' by govts: Jathedar Giani Harpreet Singh on crackdown in Punjab,Times of India,1 month ago,2023-04-12 12:40:15.406492,"AMRITSAR: Akal Takht officiating jathedar Giani Harpreet Singh on Tuesday said the state and central governments were playing a ""dirty political game"",...",https://m.timesofindia.com/city/amritsar/dirty-political-game-by-govts-jathedar-giani-harpreet-singh-on-crackdown-in-punjab/articleshow/98891951.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
CCTV footage shows how Amritpal Singh escaped | Watch - India Today,India Today,1 month ago,2023-04-12 12:40:15.418608,"Indian wrestlers resume protest against WFI chief Brij Bhushan in Jantar Mantar. Top Indian wrestlers, including Bajrang Punia and Vinesh Phogat, returned to...",https://www.indiatoday.in/india/video/cctv-footage-shows-how-amritpal-singh-escaped-watch-2349622-2023-03-21,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
HC slams Punjab govt for failing to arrest Amritpal Singh; seeks status report from police,The Federal News,1 month ago,2023-04-12 12:40:15.433336,"“You have 80,000 cops, how did Amritpal Singh escape?” the Punjab and Haryana High Court asked the Punjab government on Tuesday and termed it as...",https://thefederal.com/states/north/punjab/hc-slams-punjab-govt-for-failing-to-arrest-amritpal-singh-seeks-status-report-from-police/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Sarabjot Singh clinches air pistol gold in Shooting World Cup,The Indian Express,1 month ago,2023-04-12 12:40:15.445022,"Probing allegations against Brij Bhushan, in January, Govt had flagged th... The gold-medal match was a race to 16 points and Sarabjot was simply unstoppable,...",https://indianexpress.com/article/sports/sport-others/sarabjot-singh-clinches-air-pistol-gold-in-shooting-world-cup-8512093/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Manu Bhaker to lead India in ISSF World Cup,The Indian Express,1 month ago,2023-04-12 12:40:15.456738,Wrestlers Protest Live Updates: Bajrang Punia makes an appeal after grapp... Brij Bhushan Sharan Singh at his residence · Probing allegations against Brij...,https://indianexpress.com/article/sports/sport-others/manu-bhaker-to-lead-india-in-issf-world-cup-8511069/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Attempts being made to malign Akali Dal: Punjab former CM Parkash Singh Badal in open letter,Times of India,1 month ago,2023-04-12 12:40:15.468796,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/city/chandigarh/attempts-being-made-to-malign-akali-dal-badal-in-open-letter/articleshow/98847634.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Punjab Congress: Action to ensure less crowd at Moose Wala barsi,Times of India,1 month ago,2023-04-12 12:40:15.480788,"10 cops, 1 civilian killed in blast carried out by Maoists in Chhattisgarh's Dantewada · Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks...",https://m.timesofindia.com/city/chandigarh/punjab-congress-action-to-ensure-less-crowd-at-moose-wala-barsi/articleshow/98794716.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Lookout issued against Amritpal Singh; earthquake shakes Afghanistan, Pakistan, North India; more - India Today",India Today,1 month ago,2023-04-12 12:40:15.491921,"Brijbhushan Sharan Singh, president of the Wrestling Federation of India (WFI) and member of the Bharatiya Janata Party (BJP) said that he would cooperate with...",https://www.indiatoday.in/programme/first-up/video/lookout-issued-against-amritpal-singh-earthquake-shakes-afghanistan-pakistan-north-india-2349825-2023-03-22,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Punjab assembly to debate war on drugs today,Times of India,1 month ago,2023-04-12 12:40:15.503003,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police · Yogi Adityanath receives death threat, police register FIR.",https://m.timesofindia.com/city/chandigarh/punjab-assembly-to-debate-war-on-drugs-today/articleshow/98892783.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Punjab internet shutdown causes glitch in income flow, remote work, education",Times of India,1 month ago,2023-04-12 12:40:15.513915,"Describing the current shutdown in Punjab as a “gross violation of civil liberties,” Raman Jit Singh Chima, Asia Pacific Policy director at Access Now,...",https://m.timesofindia.com/city/chandigarh/pb-internet-shutdown-causes-glitch-in-income-flow-remote-work-education/articleshow/98847274.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
JD(U) appoints new presidents in 10 organisational districts in Bihar,Times of India,1 month ago,2023-04-12 12:40:20.923513,"JD(U) appoints new presidents in 10 organisational districts in Bihar ; Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police ; Yogi...",https://m.timesofindia.com/city/patna/jdu-appoints-new-presidents-in-10-organisational-districts-in-bihar/articleshow/98824765.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Lone INLD MLA barred from Haryana assembly for day,Times of India,1 month ago,2023-04-12 12:40:20.935193,CHANDIGARH: Ellenabad MLA Abhay Singh Chautala was barred from the Haryana assembly proceedings on Monday over alleged unparliamentary behaviour.,https://m.timesofindia.com/city/chandigarh/lone-inld-mla-barred-from-haryana-assembly-for-day/articleshow/98843966.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
